obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"350.6740"	"0.0010"	"350.67334+"	"5"	""		"67067.547"	"95575.960"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"3"		""	"L4739"	
"350.8420"	"0.0010"	"350.83842+"	"2"	""		"67067.547"	"95562.546"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
"351.7900"	"0.0010"	"351.7876+"	"2*"	""		"68045.156"	"96463.27"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"351.7900"	"0.0010"	"351.7956+"	"2*"	""		"68045.156"	"96462.63"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"1"		""	"L4739"	
"353.3480"	"0.0010"	"353.3475+"	"2"	""		"68045.156"	"96337.82"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).12p"	"2[1/2]"	"0"		""	"L4739"	
"353.6610"	"0.0010"	"353.6592+"	"1-"	""		"68045.156"	"96312.89"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).12p"	"2[3/2]"	"2"		""	"L4739"	
"353.7350"	"0.0010"	"353.7346+"	"1"	""		"68045.156"	"96306.86"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).12p"	"2[3/2]"	"1"		""	"L4739"	
"354.9860"	"0.0010"	"354.9865+"	"10"	""		"67067.547"	"95229.59"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"2"		""	"L4739"	
"355.4040"	"0.0010"	"355.4037+"	"10"	""		"67067.547"	"95196.53"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10p"	"2[5/2]"	"3"		""	"L4739"	
"355.5920"	"0.0010"	"355.5917+"	"1"	""		"67067.547"	"95181.66"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10p"	"2[5/2]"	"2"		""	"L4739"	
"356.3800"	"0.0010"	"356.3771+"	"3"	""		"68045.156"	"96097.31"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"358.7020"	"0.0010"	"358.7016+"	"4"	""		"68045.156"	"95915.53"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).11p"	"2[1/2]"	"0"		""	"L4739"	
"359.1670"	"0.0010"	"359.1672+"	"1"	""		"68045.156"	"95879.40"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).11p"	"2[3/2]"	"2"		""	"L4739"	
"359.2800"	"0.0010"	"359.2796+"	"2"	""		"68045.156"	"95870.69"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).11p"	"2[3/2]"	"1"		""	"L4739"	
"361.0320"	"0.0010"	"361.03081+"	"15"	""		"67067.547"	"94758.116"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).6f"	"2[5/2]"	"3"		""	"L4739"	
"361.3060"	"0.0010"	"361.30476+"	"8"	""		"67067.547"	"94737.121"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"2"		""	"L4739"	
"363.3060"	"0.0010"	"363.30300+"	"6"	""		"68045.156"	"95562.546"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
"366.9910"	"0.0010"	"366.9905+"	"10"	""		"68045.156"	"95286.06"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[1/2]"	"0"		""	"L4739"	
"367.7540"	"0.0010"	"367.7529+"	"2"	""		"68045.156"	"95229.59"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"2"		""	"L4739"	
"367.9310"	"0.0010"	"367.9306+"	"4"	""		"68045.156"	"95216.46"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"1"		""	"L4739"	
"368.5900"	"0.0010"	"368.5900+"	"40"	"4.5e+05"	D	"67067.547"	"94190.24"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"		"T3269"	"L4739"	
"368.8800"	"0.0010"	"368.8808+"	"1"	""		"67067.547"	"94168.86"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"1"		""	"L4739"	
"369.3490"	"0.0010"	"369.3487+"	"40"	"3.1e+05"	D+	"67067.547"	"94134.53"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"3"		"T3269"	"L4739"	
"369.6820"	"0.0010"	"369.6817+"	"4"	""		"67067.547"	"94110.15"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"2"		""	"L4739"	
"370.2740"	"0.0010"	"370.2732+"	"2"	""		"67067.547"	"94066.95"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
"373.781"	"0.020"	"373.776+"	"5"	""		"77185.041"	"103931.4"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<1/2>).5f"	"2[5/2]"	"2"		""	"L4103"	
"374.2220"	"0.0010"	"374.21825+"	"1"	""		"68045.156"	"94759.935"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[5/2]"	"2"		""	"L4739"	
"374.5380"	"0.0010"	"374.53811+"	"10"	""		"68045.156"	"94737.121"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"2"		""	"L4739"	
"374.5690"	"0.0010"	"374.56953+"	"4"	""		"68045.156"	"94734.882"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"1"		""	"L4739"	
"379.5950"	"0.0010"	"379.59456+"	"3"	""		"67067.547"	"93403.966"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"2"		""	"L4739"	
"379.6300"	"0.0010"	"379.63060+"	"40"	"1.6e+05"	C	"67067.547"	"93401.466"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"3"		"T3269"	"L4739"	
"380.1390"	"0.0010"	"380.13904+"	"30"	""		"67067.547"	"93366.245"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"2"		""	"L4739"	
"380.1900"	"0.0010"	"380.19071+"	"3"	""		"67067.547"	"93362.671"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L4739"	
"380.9840"	"0.0010"	"380.9844+"	"30"	""		"68045.156"	"94285.50"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"0"		""	"L4739"	
"382.3740"	"0.0010"	"382.3726+"	"10"	""		"68045.156"	"94190.24"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"		""	"L4739"	
"382.6860"	"0.0010"	"382.6855+"	"15"	""		"68045.156"	"94168.86"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"1"		""	"L4739"	
"383.560"	"0.010"	"383.5475+"	"2"	""		"68045.156"	"94110.15"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"2"		""	"L4739"	
"387.720"	"0.020"	"387.712+"	"2*"	""		"80322.746"	"106107.8"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).7f"	"2[5/2]"	"2"		""	"L4103"	
"387.720"	"0.020"	"387.712+"	"2*"	""		"80322.746"	"106107.8"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).7f"	"2[5/2]"	"3"		""	"L4103"	
"394.2290"	"0.0010"	"394.22868+"	"2"	""		"68045.156"	"93403.966"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"2"		""	"L4739"	
"394.8163"	"0.0002"	"394.81598+"	"60"	""		"68045.156"	"93366.245"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"2"		""	"L7292"	
"394.8720"	"0.0010"	"394.87171+"	"10"	""		"68045.156"	"93362.671"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L4739"	
"395.0924"	"0.0002"	"395.09237+"	"120"	"5.6e+05"	C+	"67067.547"	"92370.923"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"2"		"T3269"	"L7292"	
"395.6850"	"0.0010"	"395.68437+"	"6"	""		"67067.547"	"92333.066"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L4739"	
"396.75411"	"0.00005"	"396.75405+"	"200"	"5.3e+05"	C+	"67067.547"	"92264.950"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"3"		"T3269"	"L7292"	
"397.4417"	"0.0002"	"397.44158+"	"40"	"1.4e+05"	D+	"67067.547"	"92221.362"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"2"		"T3269"	"L7292"	
"398.5202"	"0.0002"	"398.52027+"	"30"	""		"67067.547"	"92153.279"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"1"		""	"L7292"	
"400.455"	"0.020"	"400.440+"	"10*"	""		"80322.746"	"105288.2"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"3"		""	"L4103"	
"400.455"	"0.020"	"400.440+"	"10*"	""		"80322.746"	"105288.2"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"407.88202"	"0.00005"	"407.88193+"	"100"	""		"68045.156"	"92555.135"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"0"		""	"L7292"	
"410.97089"	"0.00005"	"410.97076+"	"60"	""		"68045.156"	"92370.923"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"2"		""	"L7292"	
"411.61147"	"0.00005"	"411.61135+"	"80"	""		"68045.156"	"92333.066"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L7292"	
"412.355"	"0.020"	"412.352+"	"10"	""		"77185.041"	"101429.3"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<1/2>).4f"	"2[5/2]"	"2"		""	"L4103"	
"413.5133"	"0.0002"	"413.51320+"	"20"	""		"68045.156"	"92221.362"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"2"		""	"L7292"	
"414.6780"	"0.0010"	"414.68101+"	"2"	""		"68045.156"	"92153.279"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"1"		""	"L4739"	
"417.517"	"0.020"	"417.510+"	"6"	""		"79986.618"	"103931.4"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<1/2>).5f"	"2[5/2]"	"2"		""	"L4103"	
"419.3010"	"0.0010"	"419.30087+"	"20"	""		"67067.547"	"90910.052"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[5/2]"	"2"		""	"L4739"	
"419.3528"	"0.0002"	"419.35296+"	"150"	"2.20e+05"	B	"67067.547"	"90907.090"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[5/2]"	"3"		"T3269"	"L7292"	
"420.3695"	"0.0002"	"420.3695+"	""	"1.1e+05"	D+	"67067.547"	"90849.440"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[3/2]"	"2"		"T3269"	"L7292"	
"420.5404"	"0.0002"	"420.5404+"	"10"	""		"67067.547"	"90839.777"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[3/2]"	"1"		""	"L7292"	
"423.503"	"0.020"	"423.512+"	"15"	""		"80322.746"	"103928.2"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).5f"	"2[5/2]"	"3"		""	"L4103"	
"427.916"	"0.020"	"427.913+"	"2*"	""		"81925.514"	"105288.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"427.916"	"0.020"	"427.913+"	"2*"	""		"81925.514"	"105288.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[7/2]"	"3"		""	"L4103"	
"435.459"	"0.020"	"435.460+"	"6"	""		"80970.438"	"103928.2"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<1/2>).5f"	"2[7/2]"	"4"		""	"L4103"	
"437.2287"	"0.0002"	"437.2288+"	"20"	""		"68045.156"	"90910.052"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).4f"	"2[5/2]"	"2"		""	"L7292"	
"438.3908"	"0.0002"	"438.3909+"	"100"	""		"68045.156"	"90849.440"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).4f"	"2[3/2]"	"2"		""	"L7292"	
"438.5768"	"0.0002"	"438.5768+"	"70"	""		"68045.156"	"90839.777"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).4f"	"2[3/2]"	"1"		""	"L7292"	
"450.0978"	"0.0002"	"450.0979+"	""	"1.46e+06"	C+	"67067.547"	"89278.706"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[1/2]"	"1"		"T3269"	"L7292"	
"452.46805"	"0.00005"	"452.4681+"	""	"4.6e+05"	C+	"67067.547"	"89162.356"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"2"		"T3269"	"L7292"	
"454.399"	"0.020"	"454.363+"	"6"	""		"81925.514"	"103928.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).5f"	"2[7/2]"	"3"		""	"L4103"	
"457.6600"	"0.0010"	"457.6603+"	""	""		"67067.547"	"88911.692"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).6d"	"2[7/2]*"	"4"	E2	""	"L4739"	
"458.27472"	"0.00005"	"458.2747+"	""	"1.3e+06"	C	"68045.156"	"89860.015"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[1/2]"	"0"		"T5100n,T4106n"	"L7292"	
"461.18882"	"0.00005"	"461.1890+"	"100"	"3.0e+04"	D	"67067.547"	"88744.559"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"1"		"T8608"	"L7292"	
"462.42756"	"0.00005"	"462.4276+"	""	"2.42e+06"	B	"67067.547"	"88686.500"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"2"		"T8608n,T6672"	"L7292"	
"466.226"	"0.020"	"466.229+"	"6"	""		"79986.618"	"101429.3"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<1/2>).4f"	"2[5/2]"	"2"		""	"L4103"	
"467.12258"	"0.00005"	"467.1226+"	""	"2.49e+06"	B	"67067.547"	"88469.213"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[5/2]"	"3"		"T8608"	"L7292"	
"469.0970"	"0.0002"	"469.0972+"	"100"	"2.8e+05"	C+	"67067.547"	"88379.126"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"1"		"T3269"	"L7292"	
"469.70208"	"0.00005"	"469.7021+"	""	"7.36e+05"	B	"67067.547"	"88351.681"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[5/2]"	"2"		"T8608n,T6672"	"L7292"	
"470.8210"	"0.0010"	"470.8211+"	"5"	""		"68045.156"	"89278.706"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[1/2]"	"1"		""	"L4739"	
"473.41518"	"0.00005"	"473.4152+"	"600"	"1.38e+06"	C+	"68045.156"	"89162.356"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"2"		"T5100n,T3269"	"L7292c110"	
"473.749"	"0.020"	"473.755+"	"6"	""		"80322.746"	"101424.8"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).4f"	"2[5/2]"	"3"		""	"L4103"	
"479.2619"	"0.0002"	"479.2620+"	"150"	"1.2e+05"	D+	"67067.547"	"87927.131"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[1/2]"	"1"		"T8608"	"L7292c110"	
"480.70190"	"0.00005"	"480.7019+"	"500"	"4.29e+06"	B	"68045.156"	"88842.256"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[1/2]"	"0"		"T8608n,T6672"	"L7292c110"	
"482.9708"	"0.0002"	"482.9708+"	"400"	"6.e+05"	D+	"68045.156"	"88744.559"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"1"		"T8608"	"L7292"	
"484.32934"	"0.00005"	"484.3293+"	"300"	"7.02e+05"	B	"68045.156"	"88686.500"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"2"		"T8608n,T6672"	"L7292"	
"491.6507"	"0.0002"	"491.6506+"	"500"	"1.6e+06"	C+	"68045.156"	"88379.126"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"1"		"T5100n,T3269"	"L7292c110"	
"492.3152"	"0.0002"	"492.3151+"	"500"	"9.74e+05"	B	"68045.156"	"88351.681"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[5/2]"	"2"		"T8608n,T6672"	"L7292"	
"502.3880"	"0.0010"	"502.386+"	"3h"	""		"76196.767"	"96096.25"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"502.82794"	"0.00005"	"502.8279+"	"200"	"1.6e+05"	D+	"68045.156"	"87927.131"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[1/2]"	"1"		"T8608"	"L7292"	
"511.646"	"0.003"	"511.64+"	"0"	""		"77185.041"	"96724.5"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L3989"	
"512.724"	"0.020"	"512.70+"	"6"	""		"81925.514"	"101424.8"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).4f"	"2[7/2]"	"3"		""	"L4103"	
"516.2711"	"0.0002"	"516.2702+"	"10"	""		"76196.767"	"95561.074"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L7292"	
"516.4390"	"0.0010"	"516.4419+"	"1h"	""		"77269.145"	"96627.017"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"2"		""	"L4739"	
"516.7300"	"0.0010"	"516.7281+"	"1h"	""		"77269.145"	"96616.295"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).12d"	"2[1/2]*"	"1"		""	"L4739"	
"518.5850"	"0.0010"	"518.575+"	"2h*"	""		"77185.041"	"96463.27"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
