obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"589.5620"	"0.0010"	"589.5688+"	"2h"	""		"78956.031"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"589.8560"	"0.0010"	"589.8569+"	"8"	""		"78956.031"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"590.4462"	"0.0002"	"590.4459+"	"20"	""		"78403.061"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"590.6760"	"0.0010"	"590.674+"	"3"	""		"77185.041"	"94110.15"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"2"		""	"L4739"	
"591.1900"	"0.0010"	"591.1903+"	"5*"	""		"78403.061"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"591.1900"	"0.0010"	"591.192+"	"5*"	""		"79212.465"	"96122.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4739"	
"591.6650"	"0.0010"	"591.666+"	"4"	"1.30e+05"	B	"79212.465"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"592.1850"	"0.0010"	"592.186+"	"10"	""		"77185.041"	"94066.95"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
"592.2550"	"0.0002"	"592.2548+"	"20"	""		"78403.061"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
"592.5560"	"0.0010"	"592.5565+"	"6"	""		"78403.061"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"593.1241"	"0.0002"	"593.1245+"	"80"	""		"77269.145"	"94124.342"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"0"		""	"L7292"	
"593.4172"	"0.0002"	"593.4169+"	"100"	""		"78403.061"	"95249.953"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"4"		""	"L7292"	
"596.328"	"0.020"	"596.318+"	"4"	""		"78956.031"	"95720.95"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"0"		""	"L4093c2"	
"597.2820"	"0.0010"	"597.28+"	"1h"	""		"79986.618"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"597.4152"	"0.0002"	"597.4161+"	"40"	""		"79212.465"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L7292"	
"597.8290"	"0.0010"	"597.828+"	"2"	""		"80196.629"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"5"		""	"L4739"	
"597.9420"	"0.0010"	"597.944+"	"1"	""		"79212.465"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"598.6230"	"0.0010"	"598.6217+"	"4"	""		"79212.465"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"598.9180"	"0.0010"	"598.9186+"	"30"	""		"79212.465"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"599.8115"	"0.0002"	"599.8116+"	"30"	"5.80e+05"	B+	"78119.798"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L7292"	
"600.7909"	"0.0002"	"600.7905+"	"15"	"1.60e+05"	B+	"78119.798"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"600.9780"	"0.0010"	"600.978+"	"8"	"2.10e+05"	B	"78956.031"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"601.4100"	"0.0010"	"601.4121+"	"1h"	"1.3e+04"	C	"78956.031"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"602.2890"	"0.0010"	"602.288+"	"1h-"	""		"80322.746"	"96921.51"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[5/2]"	"3"		""	"L4739"	
"602.6760"	"0.0010"	"602.6742+"	"4"	""		"79212.465"	"95800.584"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4739"	
"602.978"	"0.020"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"602.978"	"0.020"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"3"		""	"L4103"	
"603.1360"	"0.0010"	"603.136+"	"1h-"	""		"80118.962"	"96694.39"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L4739"	
"603.4920"	"0.0010"	"603.4910+"	"2"	""		"78119.798"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"604.3380"	"0.0010"	"604.338+"	"10"	""		"78956.031"	"95498.48"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4739"	
"604.8000"	"0.0010"	"604.799+"	"6h"	""		"80196.629"	"96726.47"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"5"		""	"L4739"	
"606.4910"	"0.0010"	"606.489+"	"1h"	""		"79986.618"	"96470.39"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"2"		""	"L4739"	
"606.7520"	"0.0010"	"606.751+"	"2h"	""		"79986.618"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"606.7770"	"0.0010"	"606.775+"	"1h"	""		"79986.618"	"96462.63"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"1"		""	"L4739"	
"609.3380"	"0.0010"	"609.337+"	"3"	""		"80322.746"	"96729.49"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[5/2]"	"3"		""	"L4739"	
"609.5150"	"0.0010"	"609.52+"	"1-"	""		"80322.746"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"610.3880"	"0.0010"	"610.387+"	"3"	"1.20e+05"	B	"79212.465"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"610.8370"	"0.0010"	"610.8352+"	"8"	"1.80e+05"	C+	"79212.465"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"611.1761"	"0.0002"	"611.1760+"	"30"	""		"78956.031"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
"611.1951"	"0.0002"	"611.1949+"	"40"	"7.0e+05"	C	"78403.061"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"611.4860"	"0.0010"	"611.485+"	"10"	""		"77269.145"	"93618.24"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		""	"L4739"	
"612.3910"	"0.0010"	"612.389+"	"5"	""		"79771.267"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"612.6360"	"0.0010"	"612.6362+"	"15"	""		"78956.031"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"613.1470"	"0.0010"	"613.146+"	"1"	""		"80118.962"	"96423.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4739"	
"614.2130"	"0.0010"	"614.212+"	"1h"	""		"80196.629"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"4"		""	"L4739"	
"614.3700"	"0.0010"	"614.3687+"	"4"	""		"78956.031"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"614.4970"	"0.0010"	"614.496+"	"20hw"	""		"80196.629"	"96465.63"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[9/2]"	"5"		""	"L4739"	
"615.2070"	"0.0002"	"615.2069+"	"20"	""		"78119.798"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"616.2160"	"0.0010"	"616.2174+"	"3"	""		"78956.031"	"95179.580"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"0"		""	"L4739"	
"616.3661"	"0.0002"	"616.3661+"	"90"	""		"78119.798"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"616.3935"	"0.0002"	"616.3931+"	"80"	""		"77185.041"	"93403.966"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"2"		""	"L7292"	
"617.8303"	"0.0002"	"617.8300+"	"150"	""		"77185.041"	"93366.245"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"2"		""	"L7292"	
"617.9665"	"0.0002"	"617.9665+"	"120"	""		"77185.041"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
"618.2420"	"0.0002"	"618.2418+"	"300"	""		"78119.798"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"618.4160"	"0.0010"	"618.4167+"	"3"	""		"78119.798"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"618.9100"	"0.0010"	"618.9102+"	"20"	"1.30e+05"	B	"77269.145"	"93422.108"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"619.1400"	"0.0010"	"619.139+"	"4h"	""		"80322.746"	"96469.73"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"3"		""	"L4739"	
"619.3890"	"0.0010"	"619.387+"	"1h"	""		"80322.746"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"619.5490"	"0.0010"	"619.5494+"	"1"	""		"76196.767"	"92333.066"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L4739"	
"619.8260"	"0.0002"	"619.8256+"	"100"	"6.60e+05"	B+	"77269.145"	"93398.253"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"620.0892"	"0.0002"	"620.0889+"	"60"	""		"79212.465"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"620.1490"	"0.0010"	"620.147+"	"3h"	""		"79986.618"	"96107.36"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"2"		""	"L4739"	
"620.5350"	"0.0010"	"620.534+"	"6h"	""		"79986.618"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"620.5750"	"0.0010"	"620.575+"	"4"	""		"79986.618"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"620.6297"	"0.0002"	"620.6299+"	"20"	""		"78119.798"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
"620.9110"	"0.0010"	"620.9101+"	"3"	""		"79212.465"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"622.0840"	"0.0010"	"622.0844+"	"1"	""		"79212.465"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L4739"	
"622.4168"	"0.0002"	"622.4172+"	"40"	""		"79212.465"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L7292"	
"623.081"	"0.020"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[7/2]"	"3"		""	"L4103"	
"623.081"	"0.020"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"624.2090"	"0.0010"	"624.2055+"	"8"	""		"79212.465"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"626.1212"	"0.0002"	"626.1211+"	"50"	""		"78403.061"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"626.5302"	"0.0002"	"626.52+"	"40*"	""		"80322.746"	"[96279.6]"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).12p"	"2[1/2]"	"1"		""	"L7292"	
"626.5302"	"0.0002"	"626.5301+"	"40*"	""		"76196.767"	"92153.279"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"1"		""	"L7292"	
"626.8340"	"0.0010"	"626.834+"	"1h"	""		"80970.438"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"4"		""	"L4739"	
"627.3230"	"0.0010"	"627.3219+"	"10"	""		"78403.061"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L4739"	
"627.6990"	"0.0010"	"627.699+"	"4"	""		"80118.962"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
"628.1810"	"0.0010"	"628.180+"	"5h"	""		"80196.629"	"96111.24"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[7/2]"	"4"		""	"L4739"	
"628.6011"	"0.0002"	"628.600+"	"100"	""		"80196.629"	"96100.60"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[9/2]"	"5"		""	"L7292"	
"629.2649"	"0.0002"	"629.2649+"	"50"	""		"78403.061"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"629.4450"	"0.0010"	"629.4462+"	"15"	""		"78403.061"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"631.4970"	"0.0010"	"631.4953+"	"15"	"3.10e+05"	B+	"78956.031"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"631.8062"	"0.0002"	"631.8063+"	"500"	""		"78403.061"	"94226.320"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"4"		""	"L7292"	
"632.5810"	"0.0010"	"632.5804+"	"2"	"2.1e+04"	C	"78956.031"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"633.1500"	"0.0010"	"633.1449+"	"20"	""		"79771.267"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"633.3970"	"0.0010"	"633.395+"	"40hl"	""		"80322.746"	"96106.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"3"		""	"L4739"	
"633.7580"	"0.0010"	"633.757+"	"8hl"	""		"80322.746"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"634.4980"	"0.0010"	"634.499+"	"2h"	""		"80970.438"	"96726.56"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"4"		""	"L4739"	
"635.5770"	"0.0010"	"635.5750+"	"20"	""		"78956.031"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"638.324"	"0.013"	"638.330+"	""	""		"80196.629"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
"640.705"	"0.013"	"640.70+"	""	""		"81925.514"	"97529.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).19f"	"2[5/2]"	"2"		""	"L11704"	
"641.2380"	"0.0010"	"641.236+"	"10"	""		"79986.618"	"95577.20"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"2"		""	"L4739"	
"641.8410"	"0.0010"	"641.8389+"	"30"	""		"79986.618"	"95562.546"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
""	""	"641.8929+"	""	"2.3e+05"	C+	"79212.465"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	""	
"641.8980"	"0.0010"	"641.8996+"	"30h"	""		"79986.618"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"642.133"	"0.013"	"642.13+"	""	""		"81925.514"	"97494.3"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).18f"	"2[5/2]"	"2"		""	"L11704"	
"643.0155"	"0.0002"	"643.0141+"	"20"	"3.00e+05"	B+	"79212.465"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"643.501"	"0.013"	"643.512+"	""	""		"80322.746"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
